Entity,Year,Access to electricity (% of population),Access to clean fuels for cooking,Renewable-electricity-generating-capacity-per-capita,Financial flows to developing countries (US $),Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Value_co2_emissions_kt_by_country,Renewables (% equivalent primary energy),gdp_growth,gdp_per_capita,Density\n(P/Km2),Land Area(Km2),Latitude,Longitude
Malawi,2018,18.02,1.3,22.14,17150000,73.03,0.2,0,1.44,87.80488,542.3849,3.28,1379.999995,,4.391688296,544.5934354,203,118484,-13.254308,34.301525
Malawi,2019,11.2,1.2,21.94,101610000,73.02,0.2,0,1.5,88.23529,537.8198,3.18,1450.000048,,5.448181336,591.8463896,203,118484,-13.254308,34.301525
Rwanda,2019,40.368607,1.9,11.2,1560000,77.86,0.55,0,0.47,46.078434,525.5729,3.94,1330.000043,,9.460682482,820.1492886,525,26338,-1.940278,29.873888
Sierra Leone,2019,22.7,0.7,12.68,170000,75.44,0.02,0,0.19,90.4762,513.0044,5.4,899.9999762,,5.254241203,521.7548367,111,71740,8.460555,-11.779889
Malawi,2020,14.866769,1,21.43,,,0.21,0,1.5,87.7193,503.25735,,,,0.799998331,636.8205368,203,118484,-13.254308,34.301525
Rwanda,2020,46.6,2.4,10.92,,,0.32,0,0.59,64.83516,496.8982,,,,-3.355472122,797.8555207,525,26338,-1.940278,29.873888
Rwanda,2018,36.96815,1.4,10.61,15840000,84.5,0.49,0,0.37,43.023254,491.12625,4.01,1289.999962,,8.579424541,783.6371628,525,26338,-1.940278,29.873888
Sierra Leone,2020,26.200886,0.8,12.42,,,0.02,0,0.19,90.4762,480.5271,,,,-1.96894782,509.376594,111,71740,8.460555,-11.779889
Niger,2019,18.974571,2.3,1.16,108900000,80.83,0.56,0,0.05,8.196721,468.4848,4.99,2150.000095,,5.941396863,554.0993893,19,1267000,17.607789,8.081666
Niger,2016,17.27152,1.8,0.38,1180000,80.25,0.49,0,0.01,2,462.7355,5.33,2109.999895,,5.740893151,500.2149113,19,1267000,17.607789,8.081666
Niger,2018,17.6,2.1,1.21,46190000,82,0.49,0,0.05,9.259259,460.16846,5.03,1950.000048,,7.210803008,570.723922,19,1267000,17.607789,8.081666
Rwanda,2017,34.1,1.1,10.59,81040000,85.98,0.4,0,0.36,47.368423,458.82095,4.28,1190.000057,,3.976289694,772.3169891,525,26338,-1.940278,29.873888
Chad,2019,8.4,6.1,0.21,,77.79,0.3,0,0.01,3.2258065,458.18085,3.77,2250,,3.247181917,709.5400432,13,1284000,15.454166,18.732207
Chad,2018,10.11404,5.5,0.21,,77.7,0.29,0,0.01,3.3333333,457.11847,3.85,2190.000057,,2.3740378,726.1510071,13,1284000,15.454166,18.732207
Madagascar,2020,33.735077,1,7.12,,,1.29,0,0.68,34.517765,447.50406,,,,-7.140611591,471.4914963,48,587041,-18.766947,46.869107
Chad,2017,10.9,5.1,0.22,10000,78.27,0.29,0,0.01,3.3333333,446.25546,3.87,2150.000095,,-2.988695986,665.9488849,13,1284000,15.454166,18.732207
Niger,2020,19.25191,2.4,1.12,,,0.38,0,0.05,11.627907,442.419,,,,3.580006403,567.6698923,19,1267000,17.607789,8.081666
Niger,2017,18.049526,1.9,0.42,82980000,82.01,0.52,0,0.01,1.8867925,433.12198,5.13,1909.999967,,5.001359945,517.7715723,19,1267000,17.607789,8.081666
Rwanda,2016,29.37,0.9,10.14,41630000,86.23,0.36,0,0.31,46.268654,429.51797,4.35,1159.999967,,5.970744298,744.7607488,525,26338,-1.940278,29.873888
Chad,2020,11.080117,6.8,0.2,,,0.28,0,0.01,3.448276,372.5109,,,,-0.947304885,659.270045,13,1284000,15.454166,18.732207
Burundi,2019,11.356528,0.2,4.98,89840000,84.77,0.12,0,0.24,66.666664,309.34055,7.62,720.0000286,,1.842476677,228.2135892,463,27830,-3.373056,29.918886
Central African Republic,2016,13.533816,0.7,4.22,0,92.11,0,0,0.17,100,307.3053,9.12,209.9999934,,4.750316841,402.1916451,8,622984,6.611111,20.939444
Central African Republic,2018,14.842376,0.7,4.1,3730000,91.42,0,0,0.15,100,302.45892,8.56,230.0000042,,3.789443593,475.9538139,8,622984,6.611111,20.939444
Central African Republic,2017,14.299541,0.7,4.17,30000,91.58,0,0,0.15,100,301.66687,8.8,219.9999988,,4.527278213,450.9006579,8,622984,6.611111,20.939444
Central African Republic,2019,14.3,0.7,4.04,50050000,91.26,0,0,0.15,100,299.18008,8.39,239.9999946,,3,467.9080323,8,622984,6.611111,20.939444
Burundi,2018,10.884909,0.2,5.14,20360000,85.58,0.1,0,0.17,62.96296,290.7686,7.71,689.9999976,,1.609933082,238.783467,463,27830,-3.373056,29.918886
Burundi,2020,11.735556,0.2,4.83,,,0.11,0,0.24,68.57143,289.06625,,,,0.297577119,238.9907259,463,27830,-3.373056,29.918886
Chad,2016,9.263847,4.6,0.22,41330000,77.77,0.28,0,0.01,3.448276,286.59064,3.72,2210.000038,,-6.255527085,693.4497674,13,1284000,15.454166,18.732207
Central African Republic,2020,15.465084,0.8,3.97,,,0,0,0.15,100,280.73853,,,,0.829010003,492.7958712,8,622984,6.611111,20.939444
Somalia,2016,51.113235,2.3,0.53,800000,94.78,0.33,0,0.01,2.9411764,253.76219,11.61,660.0000262,,8.399345781,389.8220615,25,637657,5.152149,46.199616
Burundi,2017,9.3,0.2,5.3,16940000,88.12,0.08,0,0.21,72.413795,246.89967,7.62,529.9999714,,0.500009999,253.8263541,463,27830,-3.373056,29.918886
Somalia,2017,52.1,2.4,0.72,20000,94.9,0.33,0,0.02,5.714286,244.04947,11.73,660.0000262,,2.592560223,384.4634014,25,637657,5.152149,46.199616
Somalia,2018,50.764977,2.7,0.71,3210000,94.93,0.33,0,0.02,5.714286,236.28375,11.69,660.0000262,,7.678879802,389.8313955,25,637657,5.152149,46.199616
Somalia,2019,49.2,2.9,0.69,21490000,95.03,0.33,0,0.02,5.714286,227.57283,11.64,689.9999976,,8.081440022,419.3948077,25,637657,5.152149,46.199616
Somalia,2020,49.73087,3.2,1.64,,,0.35,0,0.03,7.894737,212.09578,,,,2.440210973,438.2551656,25,637657,5.152149,46.199616
Burundi,2016,9.34841,0.2,5.61,50000,89.52,0.03,0,0.16,84.210526,208.42976,7.56,439.9999976,,-0.600020001,260.5652208,463,27830,-3.373056,29.918886
Tuvalu,2019,99.7,69.8,192.02,6160000,8.2,,,,,0,2.61,9.999999776,,9.756097561,4055.89561,393,26,-7.109535,177.64933
Tuvalu,2018,99.065384,68.9,194.52,390000,8.32,,,,,0,2.86,9.999999776,,2.5,3701.709255,393,26,-7.109535,177.64933
Tuvalu,2017,98.853836,67.55,195.95,,8.74,,,,,0,2.55,9.999999776,,4.094017717,3574.065288,393,26,-7.109535,177.64933
Tuvalu,2020,99.68923,70.6,196.07,,,,,,,0,,,,4.4,4143.109753,393,26,-7.109535,177.64933
Tuvalu,2016,97.3,65.5,197.83,,9.46,,,,,0,2.56,9.999999776,,3.034723153,3253.899536,393,26,-7.109535,177.64933
